;user_id;gender;registration_ageKat;country;work_country;work_district;job_position;job_sector;company_size;job_status_edu_parttime;job_status_edu_fulltime;job_status_employed_parttime;job_status_employed_fulltime;job_status_selfemployed;job_status_houskeeping;job_status_unemployed;job_status_retired;educational_achievement
13022;5b014a2d05b8c506588c0e66;f;40-49;CH;CH;ZH;Fachspezialist/-in;Gesundheits- und Sozialwesen;249.0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
13023;5b0172df05b8c506588c0f93;f;30-39;CH;CH;BE;Fachspezialist/-in;Gesundheits- und Sozialwesen;49.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
13025;5b019a0c05b8c506588c122b;f;30-39;CH;CH;ZG;untere Führungsstufe (z.B. Teamleitung);Gesundheits- und Sozialwesen;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
13026;5b019bda05b8c506588c122e;f;40-49;CH;CH;ZH;Sachbearbeiter/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
13027;5b019c6c05b8c506588c123b;f;30-39;CH;CH;BE;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Erbringung von sonstigen Dienstleistungen;249.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13030;5b0279f105b8c565d694a1e1;m;40-49;CH;CH;AG;Fachspezialist/-in;Energieversorgung;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13032;5b02821b05b8c565d694a3a7;f;50-59;CH;CH;BE;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Verkehr und Lagerei;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
13033;5b02855c05b8c565d694a3de;f;30-39;CH;CH;AI;untere Führungsstufe (z.B. Teamleitung);Gesundheits- und Sozialwesen;249.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13036;5b02bb8d05b8c565d694a4a3;f;30-39;CH;CH;BE;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Gesundheits- und Sozialwesen;249.0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
13038;5b02c6be05b8c565d694a527;f;40-49;CH;CH;ZH;Fachspezialist/-in;Gesundheits- und Sozialwesen;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
13039;5b02d49105b8c565d694a5ec;f;40-49;AT;AT;6;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Kunst, Unterhaltung und Erholung;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
13041;5b02ea5705b8c565d694a66f;m;10-19;CH;CH;ZH;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";49.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Doktorat, Habilitation
13044;5b031d2805b8c565d694a970;f;40-49;CH;CH;ZH;Sachbearbeiter/-in;Erbringung von sonstigen Dienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Gymnasiale Maturität, Lehrkräfte-Seminar
13045;5b03305e05b8c565d694ab86;m;30-39;CH;CH;ZH;obere Führungsstufe (z.B. Geschäftsleitung / CEO);Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen;49.0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;Bachelor
13046;5b03a90405b8c554b8e71e56;f;30-39;CH;CH;SG;untere Führungsstufe (z.B. Teamleitung);Gesundheits- und Sozialwesen;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
13051;5b03f98f05b8c554b8e72306;m;50-59;CH;CH;BS;Fachspezialist/-in;Erbringung von sonstigen wirtschaftlichen Dienstleistungen;9.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
13053;5b0404de05b8c554b8e72474;f;30-39;DE;CH;BS;Fachspezialist/-in;Erbringung von sonstigen Dienstleistungen;9.0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13055;5b0414a405b8c554b8e72596;m;50-59;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
13058;5b042a4005b8c554b8e72900;m;30-39;CH;CH;TG;obere Führungsstufe (z.B. Geschäftsleitung / CEO);Erbringung von Finanz- und Versicherungsdienstleistungen;49.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
13060;5b0457c705b8c554b8e72bb3;m;20-29;IT;CH;AG;Sachbearbeiter/-in;Baugewerbe/Bau;49.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufs- oder Fachmaturität
13061;5b0462fb05b8c554b8e72e78;f;30-39;DE;DE;BW;obere Führungsstufe (z.B. Geschäftsleitung / CEO);Erbringung von sonstigen Dienstleistungen;1.0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;Berufliche Grundbildung
13063;5b046c1205b8c554b8e7301b;m;30-39;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Erbringung von sonstigen Dienstleistungen;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
13064;5b047b1e05b8c554b8e73058;f;20-29;CH;CH;BL;untere Führungsstufe (z.B. Teamleitung);Gesundheits- und Sozialwesen;250.0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
13067;5b04eddc05b8c5594e84b7d3;m;40-49;CH;CH;SG;untere Führungsstufe (z.B. Teamleitung);Verarbeitendes Gewerbe/Herstellung von Waren;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13069;5b050b8805b8c5594e84baa1;f;40-49;CH;CH;ZH;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Erbringung von sonstigen Dienstleistungen;249.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13070;5b050e3905b8c5594e84baf3;m;40-49;CH;CH;ZH;Fachspezialist/-in;Baugewerbe/Bau;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13072;5b051ce005b8c516e0a079ef;f;30-39;CH;CH;UR;untere Führungsstufe (z.B. Teamleitung);Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
13073;5b05238e05b8c516e0a07b5b;f;30-39;DE;CH;ZH;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
13074;5b054aa805b8c516e0a07e8d;m;30-39;DE;CH;BE;untere Führungsstufe (z.B. Teamleitung);Information und Kommunikation;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
13076;5b0559db05b8c516e0a07eae;m;40-49;CH;CH;ZG;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";249.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13078;5b055e8205b8c516e0a07f0a;m;20-29;DE;DE;BW;Sachbearbeiter/-in;Verarbeitendes Gewerbe/Herstellung von Waren;250.0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
13080;5b057b8705b8c516e0a08010;f;40-49;CH;CH;ZG;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13081;5b05830c05b8c516e0a080b3;m;30-39;CH;CH;SG;Fachspezialist/-in;Erziehung und Unterricht;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Doktorat, Habilitation
13084;5b059e6405b8c558b50a8df3;f;40-49;AT;CH;ZH;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Gesundheits- und Sozialwesen;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
13085;5b05c72d05b8c558b50a8e30;m;30-39;CH;CH;BE;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13088;5b06537a05b8c54f3ceab571;f;20-29;CH;CH;BE;untere Führungsstufe (z.B. Teamleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
13090;5b065f7605b8c54f3ceab5df;f;30-39;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Kunst, Unterhaltung und Erholung;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
13091;5b06687c05b8c54f3ceab710;f;40-49;CH;CH;UR;Sachbearbeiter/-in;Gesundheits- und Sozialwesen;49.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
13092;5b06718305b8c54f3ceab714;m;40-49;CH;CH;BS;Fachspezialist/-in;Gesundheits- und Sozialwesen;49.0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;Berufs- oder Fachmaturität
13094;5b06868205b8c53481ba8929;m;50-59;CH;CH;UR;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
13096;5b06a7ba05b8c559b2fc6bd1;m;30-39;CH;CH;ZH;obere Führungsstufe (z.B. Geschäftsleitung / CEO);Erbringung von sonstigen wirtschaftlichen Dienstleistungen;9.0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13097;5b06a99a05b8c559b2fc6c09;m;40-49;CH;CH;ZH;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Gymnasiale Maturität, Lehrkräfte-Seminar
13099;5b06aeec05b8c559b2fc6df7;m;40-49;DE;CH;ZH;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13102;5b06e5cf05b8c559b2fc725a;f;40-49;CH;CH;SZ;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Erziehung und Unterricht;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Doktorat, Habilitation
13104;5b06e65705b8c559b2fc7266;m;40-49;CH;CH;SG;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13105;5b06e6f305b8c559b2fc726c;f;50-59;CH;CH;AG;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Gesundheits- und Sozialwesen;249.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Bachelor
13106;5b06e75805b8c559b2fc7272;m;30-39;CH;CH;BS;Fachspezialist/-in;Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
13107;5b06e7a905b8c559b2fc7278;m;40-49;DE;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Information und Kommunikation;49.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13108;5b06e7eb05b8c559b2fc727e;f;30-39;CH;CH;BE;obere Führungsstufe (z.B. Geschäftsleitung / CEO);Information und Kommunikation;49.0;0,0;0,0;1,0;0,0;1,0;1,0;0,0;0,0;Bachelor
13109;5b06e82c05b8c559b2fc7284;f;30-39;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Energieversorgung;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13110;5b06e87705b8c559b2fc728a;f;40-49;CH;CH;ZH;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13111;5b06e8d905b8c559b2fc7290;m;30-39;DE;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Energieversorgung;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
13112;5b06e91a05b8c559b2fc7296;f;40-49;CH;CH;SH;Fachspezialist/-in;Verarbeitendes Gewerbe/Herstellung von Waren;250.0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13113;5b06ec8705b8c559b2fc729c;f;40-49;DE;CH;AG;untere Führungsstufe (z.B. Teamleitung);Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13114;5b07035f05b8c573e422cde6;f;40-49;CH;CH;BE;untere Führungsstufe (z.B. Teamleitung);Erbringung von sonstigen Dienstleistungen;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Doktorat, Habilitation
13115;5b0709d805b8c573e422ce23;f;30-39;CH;CH;ZG;untere Führungsstufe (z.B. Teamleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13116;5b070a8d05b8c573e422ce26;m;30-39;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Erbringung von sonstigen wirtschaftlichen Dienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
13119;5b07fe6d05b8c5220c358cf4;f;40-49;DE;CH;ZH;Fachspezialist/-in;Erbringung von sonstigen Dienstleistungen;9.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13121;5b0809a805b8c5220c358fb5;m;30-39;DE;DE;NI;untere Führungsstufe (z.B. Teamleitung);Verarbeitendes Gewerbe/Herstellung von Waren;49.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
13124;5b0822f805b8c5220c35943d;f;50-59;CH;CH;ZH;Fachspezialist/-in;Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Bachelor
13125;5b082e5205b8c5220c359475;f;30-39;CH;CH;ZH;Fachspezialist/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13127;5b08358505b8c5220c35947f;m;40-49;CH;CH;BE;Fachspezialist/-in;Information und Kommunikation;250.0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
13128;5b0913c905b8c509ee9fbcf1;m;30-39;DE;DE;SN;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufs- oder Fachmaturität
13134;5b0ac66905b8c57c1b786aee;f;30-39;CH;CH;LU;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Erbringung von sonstigen Dienstleistungen;49.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13136;5b0b188505b8c5308a2d32b5;f;40-49;CH;CH;SG;untere Führungsstufe (z.B. Teamleitung);Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
13138;5b0ba28005b8c5626de948fb;m;30-39;DE;CH;BE;Sachbearbeiter/-in;Erbringung von sonstigen wirtschaftlichen Dienstleistungen;249.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Gymnasiale Maturität, Lehrkräfte-Seminar
13139;5b0bada605b8c5626de94945;f;40-49;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
13142;5b0bcdd505b8c5626de94e6f;f;40-49;CH;CH;GR;Fachspezialist/-in;Erziehung und Unterricht;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13144;5b0bfcc605b8c5626de956b7;m;20-29;CH;CH;SO;Sachbearbeiter/-in;Erbringung von sonstigen Dienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
13148;5b0c27f405b8c5282d031d94;m;20-29;CH;CH;AG;Sachbearbeiter/-in;Energieversorgung;49.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Berufliche Grundbildung
13149;5b0c588c05b8c5282d03202b;f;30-39;AT;CH;ZG;untere Führungsstufe (z.B. Teamleitung);Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
13150;5b0d12ed05b8c53f8ddfddac;f;50-59;CH;CH;ZH;Sachbearbeiter/-in;Erbringung von sonstigen wirtschaftlichen Dienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufs- oder Fachmaturität
13152;5b0d233005b8c53f8ddfe09e;m;40-49;CH;CH;BE;Fachspezialist/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13159;5b0e39d505b8c5093db2324e;m;30-39;RS;CH;UR;Fachspezialist/-in;Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen;250.0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;Berufliche Grundbildung
13161;5b0e574505b8c5093db233c4;f;20-29;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Gesundheits- und Sozialwesen;250.0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
13162;5b0e683c05b8c5093db23589;f;40-49;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13163;5b0e6c5d05b8c5093db235d1;m;20-29;CH;CH;BE;Sachbearbeiter/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Berufs- oder Fachmaturität
13166;5b0ec5af05b8c5093db23d1c;m;50-59;CH;CH;SZ;untere Führungsstufe (z.B. Teamleitung);Erziehung und Unterricht;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Gymnasiale Maturität, Lehrkräfte-Seminar
13167;5b0edfaf05b8c5093db23f13;f;10-19;CH;CH;ZH;Fachspezialist/-in;Erbringung von sonstigen Dienstleistungen;49.0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Berufs- oder Fachmaturität
13170;5b0fb57705b8c5088566b0ce;f;30-39;CH;CH;BE;Fachspezialist/-in;Verkehr und Lagerei;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
13174;5b0fda3705b8c5088566b32c;f;30-39;CH;CH;ZH;Fachspezialist/-in;Baugewerbe/Bau;9.0;1,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13175;5b0fe42a05b8c5088566b480;m;20-29;CH;CH;SO;untere Führungsstufe (z.B. Teamleitung);Erbringung von sonstigen wirtschaftlichen Dienstleistungen;49.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
13179;5b100bf705b8c570841728ea;f;30-39;DE;DE;RP;Sachbearbeiter/-in;Erbringung von sonstigen Dienstleistungen;49.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13182;5b102fa605b8c57084172920;m;40-49;CH;CH;AG;Fachspezialist/-in;Baugewerbe/Bau;1.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
13183;5b103bee05b8c57084172af1;m;20-29;CH;CH;SO;Fachspezialist/-in;Verkehr und Lagerei;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
13191;5b11196e05b8c528080a6472;m;20-29;CH;CH;BE;Sachbearbeiter/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Berufs- oder Fachmaturität
13193;5b11305305b8c528080a67b9;m;30-39;ES;CH;BE;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Verarbeitendes Gewerbe/Herstellung von Waren;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
13198;5b1178b705b8c57d200bd8cb;f;30-39;CH;LI;04;Sachbearbeiter/-in;Gesundheits- und Sozialwesen;49.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
13201;5b12914f05b8c5315e2c03cb;m;40-49;CH;CH;BE;Fachspezialist/-in;Verkehr und Lagerei;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
13202;5b12a98905b8c5315e2c0413;m;20-29;CH;CH;ZH;Sachbearbeiter/-in;Erbringung von sonstigen wirtschaftlichen Dienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufs- oder Fachmaturität
13205;5b13ac7c05b8c5235d0585b1;f;40-49;CH;CH;ZH;Fachspezialist/-in;Gesundheits- und Sozialwesen;49.0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Bachelor
13206;5b13b19c05b8c5235d058699;m;50-59;CH;CH;UR;untere Führungsstufe (z.B. Teamleitung);Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
13209;5b142f3905b8c54444f288a3;f;20-29;CH;CH;BE;Fachspezialist/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13210;5b14e51205b8c5251c6e92ea;m;40-49;CH;CH;ZH;Fachspezialist/-in;Information und Kommunikation;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13228;5b1522a305b8c5251c6e9d64;f;30-39;AT;AT;4;untere Führungsstufe (z.B. Teamleitung);Erbringung von sonstigen wirtschaftlichen Dienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
13229;5b15322d05b8c5251c6e9f2f;m;40-49;CH;CH;AG;Fachspezialist/-in;Baugewerbe/Bau;250.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;obligatorische Schule
13233;5b1550da05b8c5523a060475;f;40-49;CH;CH;ZH;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Kunst, Unterhaltung und Erholung;9.0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Bachelor
13234;5b15775a05b8c5523a060676;m;10-19;CH;CH;BE;Fachspezialist/-in;"Handel; Instandhaltung und Reparatur von Kraftfahrzeugen";49.0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
13235;5b157c1c05b8c5523a06070a;f;30-39;CH;CH;SG;Fachspezialist/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";249.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Bachelor
13236;5b159a8e05b8c550a924022c;f;20-29;CH;CH;ZH;Sachbearbeiter/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
13238;5b16520e05b8c507feb12229;f;30-39;CH;CH;BE;Fachspezialist/-in;Information und Kommunikation;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
