;user_id;file_name;reasons;emotions;strengths;utilization;story
771;5c769a849fdb05277034bd06;tiere-pixabay-9_katze_ruecken.jpg;Süss, heimat, knuddelig, am liebsten daran schnuppern, da geht das Herz auf;heimatgefühl, ruhiges Herz, auch sehnsucht;Verbundenheit mit den eigenen Wurzeln und Stärken. Geankert sein, bei sich sein, für mich selber einstehen und meine Bedürfnisse erkennen;Es hilft mir, in schwierigen Situationen, mich an meine eigene innere Stärke zu erinnern und mich mit meinem Zentrum zu verbinden. Dann werde ich ruhig und kann meine zum Teil hochschwappenden Emotionen etwas beruhigen;Die kleine Katze Karo ist den ganzen Tag auf weltentdeckung gewesen. Sie hat ihre Geschwister angegriffen, getrunken, mit dem Spielzeug gespielt, sie hat gelernt sich zu putzen und war heute das erste Mal auf dem Klo. Ausserdem wurde vom Zweibeiner gestreichelt. Das alles hat Karo müde aber auch zufrieden gemacht. Es ist zwar anstrengend, wenn man jeden Tag Dinge lernen muss. Aber es ist auch ein herrliches Katzenleben. Am Ende des Tages kann sich Karo in aller Zufriedenheit hinlegen, alle viere von sich strecken, und ein paar ruhige Stunden geniessen, bevor ihr Bruder Nero sie wieder weckt.
772;5dc046809fdb0517759e517c;erwachsene-pixabay-01_gipfel1.jpg;"""Ich kann alles erreichen""";Freiheit, Freude und Interesse an der Welt, Optimismus, Stärke;Der Weitblick. Positive/optimistische Person, Eigenständigkeit / Selbstbewusstsein, Leichtigkeit;Es liegt in meinen Händen etwas zu verändern/ zu verbessern;Die (junge) Frau ist auf einem Aussichtspunkt (evtl. Bergspitze) angekommen und geniesst den atemberaubenden Landschaft. Der Weg nach oben war anstrengend. Die Wanderung hat sie noch in der Nacht begonnen, so dass sie beim Sonnenaufgang das schöne Licht geniessen kann. Sie befindet sich auf einer längeren Reise. Nachdem sie länger in einem stressigen Umfeld gearbeitet hat und wenig Freizeit hatte, hat sie sich nun diese Auszeit genommen. Sie fühlt sich frei und stark und trotzdem demütig in Angesicht der Naturgewalt. Sie möchte auf ihrer Reise nicht einfach Ortschaften abhaken sondern die Welt erleben/ spüren im Kontakt mit den Einheimischen. Als nächstes macht sie einen Picknick mit ihrer guten Freundin, mit der sie die lange Reise geplant hat und nun durchführt.
773;5d14e8ea9fdb05341666b46d;landschaft-pixabay-3_sonnenaufgang.jpg;Natur, Ruhe und Abgeschiedenheit.;Sehnsucht nach Ferne, Glück, Zufriedenheit, Wärme;Wärme, Zufriedenheit, Ruhe, Gedanken an eigene schöne Erlebnisse;Ruhe und Zufriedeneheit;Der Mann auf den Bild ist auf Reisen und mit dem Zelt unterwegs. Nach seiner Übernachtung in der Natur, macht er einen morgendliche Spaziergang/Wanderung auf einen Berg um den Sonnenaufgang zu beobachten. Die Stimmung ist mystisch. Er liebt die Ruhe und Abgeschiedenheit und geniesst den Moment.
774;5c76a5589fdb05277034bd96;erwachsene-pixabay-01_gipfel1.jpg;Freiheit, Erfolg, Zielerreichung, Freude, Glück, Anstrengung, Dankbarkeit, Schönheit (der Natur);Sehnsucht nach so einem Moment, Schmerz, Traurigkeit und gleichzeitig Glück, ;Das Wissen, dass der Moment auf dem Gipfel so kraftvoll, voller Ruhe, Glück und Stolz ist. Die Anstrengung lohnt sich dafür. Ich kann das Ziel vor Augen halten und komme jeden steilen Weg hoch. Ich kann es schaffen. Es wartet eine Belohnung am Ende auf mich, ein gutes Gefühl.;An das Ziel denken. Letzte Kräfte mobilisieren. Ziel und damit verbundene Gefühle visualisieren;"Früh morgens um 03:00 war tagwach für die junge Frau, die sich vorgenommen hatte auf diese Alp zu wandern um den Sonnenaufgang zu erleben. Sie sehnt sich nach Freiheit, nach dem erreichen der Ziele, die sie sich vorgenommen hat. Auf dem steilen Weg nach oben, durch die Dunkelheit benötigt sie eine Stirnlampe um ihren Weg zu finden. Er ist steinig und steil, manchmal scheint er zu steil, zu beschwerlich. Doch auf dem ""Gipfel"" bzw. der Alp angekommen fühlt sie sich befreit, frei und erfolgreich. Sie hat es geschafft, bis dort oben und rechtzeitig um die Sonne aufgehen zu sehen. Das warme, orange Licht ergiesst sich über den Vulkan, die andern Berge und sie wirft die Arme in die Höhe um ihrer Freude und ihrem Stolz es geschafft zu haben Ausdruck zu verleihen. Gleichzeitig begrüsst sie so die Sonne, den Tag und alles was in Zukunft kommen möge mit offenen Armen. Sie fühlt sich erleichtert und glücklich. Nach dieser Geste und einem Moment des schlichten Seins in diesem Zustand und der Pose setzt sie sich hin und geniesst in einer Ruhe den Moment, den Sonnenaufgang, das Erreicht haben der Alp, ihres Ziels. Sie hält damit inne und würdigt diesen Akt und den Moment."
775;5c76a5589fdb05277034bd96;nahrungsmittel-pixabay-02_orangen.jpg;Positive Energie, Sommer, Lebendigkeit, Stille, Farbe;Glück, Zufriedenheit, den Wunsch inne zu halten;In der Natur zu sein, sich zu spüren. Die Gedanken schweifen lassen zu können. Alle Sinne zu aktivieren, auch zu riechen, tasten. Offen zu sein, aber dennoch bei sich sein.;Sich auf andere konzentrieren, aber dabei bei mir bleiben. Erden, Vertrauen.;Es sind Ferien und ich befinde mich auf Mallorca. Früh am Morgen breche ich zu einer Wanderung auf. Die Landschaft ist traumhaft und ich entscheide mich, die kleinen Strässchen, die von Dorf zu Dorf führen, zu verlassen. Ich streife durch Felder, höre Vögel und sehe zum blauen Himmel hinauf. Es fühlt sich an wie Frühling, alles ist grün, nicht ausgetrocknet. Bei einer Wiese entschliesse ich mich meine Schuhe auszuziehen. Am Rand der Wiese stehen Orangenbäume. Es ist kein Feld. Die Bäume sehen vielmehr so aus, als ob sie niemandem gehören würden, wild gewachsen. Ich lege mich in den Schatten des einen Baumes, da die Sonne bereits kräftig scheint. Ich merke, dass ich müde bin und lege mich hin. Die Augen kann ich allerdings nicht schliessen, da das Bild, das sich mir bietet, zu schön und faszinierend ist. Die orangen Früchte, der blaue Himmel, das Grün der Blätter. Dazu kommt, dass sich alles im Wind bewegt und Vögel von Baum zu Baum fliegen. Eine grosse Zufriedenheit macht sich bei mir breit und ich geniesse den Augeblick. Nach einiger Zeit stehe ich auf und pflücke einige Orangen als Erinnerung und mache mich auf den Heimweg.
776;5dc147919fdb055ab85f1476;tiere-pixabay-8_zwei_hunde.jpg;Geschwindigkeit, Freude, Spiel. Ein Tag am Meer. Gemeinsam etwas erleben/Sport treiben.;Gefühl von Geschwindigkeit. Freude. Spass;Kraft und Spass durch/mit Bewegung. Ein Tag lang nur draussen sein. Gemeinsam etwas machen. ;Regelmässig draussen Sport treiben. Generell mehr draussen sein (eventl. auch in einer Gruppe). Mehr Unternehmungen zusammen mit anderen. Endlich Ferien machen! ;Billy's Freude war gross an diesem heissen Sommertag. Endlich war das Wetter schön und sie gingen alle zusammen ans Meer. Billy liebte es am Strand Holzstöcken zu apportieren und sie dann so schnell wie möglich seinem Herrchen zu bringen. Er traf immer andere Hunde und gemeinsam flitzten sie durch das niedrige Wasser. Es war herrlich: Das Wasser spritze beim Rennen nach allen Seiten und der Wind zerzauste das Fell. Billy rannte ohne Ende hin und her und tollte mit anderen Hunden herum. Als die Sonne unterging lag Billy noch etwas nass, aber glücklich im Auto und hatte den Geruch von Salzwasser immer noch in der Nase.
777;5bb4f40d05b8c5568511fca2;fortbewegung-pixabay-wa06_kayak.jpg;Pascal auf dem Paddelboot;Positiv, fernweh;Ausgleich, Kraft;Motivation;Der Paddler ist mit seinen zwei Hunden am See. Sie lieben das Schwimmen. Auf seinem Paddelboot hat er versucht die beiden zu animieren mit ihm weiter herauszuschwimmen, jedoch sind sie noch zu scheu. Es braucht Zeit. Dementsprechend dreht er jetzt selbst noch eine kleine Runde bevor die Sonne untergeht. Die letzten Sonnenstrahlen kitzeln seine Nase.
778;5d7a61579fdb057f402366f3;landschaft-mv-03_14_Mitternachtssonne_Ausblick.jpg;Farben, Weite, Sehnsucht, frische Luft, es wird langsam wärmer.;Freude, Ehrfurcht, Traurigkeit.;Intakte Natur, ich möchte dazu beitragen, die Natur zu schützen/erhalten. Marketing für die Natur?;Kann ich nicht, mir fehlt das Know-How Umweltwissenschaften.;Früh aufgestanden im Morgengrauen den Berg erklommen. Etwas verschwitzt aber glücklich oben angekommen. Es ist ruhig. Herrliche kalte, frische Luft. Ich bin sehr glücklich und freue mich über die Schönheit der Welt. Gleichzeitig habe ich Angst, dass wir Menschen diese Schönheit zerstören. Wehmut, dass wir dies der Natur antun. Machtlosigkeit, dass ich es nicht ändern kann. Zuversicht, dass ich doch etwas tun kann. Visionen entstehen in meinem Kopf. Ich denke mir aus, was zu tun wäre. Ich muss zurückkehren. Verabschiede mich von diesem wunderbaren Ort und kann mich kaum trennen. Noch einmal anschauen, alles auswendig lernen. Dann gestatte ich mir noch einmal 5 Minuten zu bleiben. Ich berühre Steine, Pflanzen - nehme vielleicht sogar einen kleinen Stein mit als Erinnerung und als Amulett, welches mir helfen soll, an der Vision festzuhalten und dazu beizutragen, diese wunderbare Natur zu erhalten. Ich gehe wieder hinunter.
779;55eeed6e9f168a6f81000003;landschaft-mv-05_36_Grosser_Mythen.jpg;Freiheit, Ruhe, kein Stress, Naturverbundenheit, Ungestörtheit, Aussicht;Entspannung, Freude, Unternehmenslust, Zufriedenheit, Verbundenheit;Schöne Erinnerungen und Erlebnisse, Kraft, Entspannung, Ruhe, etwas überwinden können, Ausdauer, Weitsicht;Als positive Erinnerung wie Frederick :-) ;Ich erklimme einen ersten Gipfel, geniesse die Aussicht und fühle mich frei. Niemand stört mich und die Ruhe tut gut. Ich raste und erhole mich vom Aufstieg, trinke und esse etwas. Vor mir sehe ich den nächsten Gipfel, den ich besteigen werde und freue mich darauf. 
780;5da7468d9fdb054b306ebf22;landschaft-mv-05_36_Grosser_Mythen.jpg;;;;;
781;5583e9d67a68616fe900f620;landschaft-mv-04_33_Karrussel.jpg;;freie Brust, leicht, das innere Kind, in Bewegung;Ideen, kreativ und innovativ, beschwingt, im Flug und doch verankert.;;In Bewegung, leicht, spielerisch, ohne Schwere, frei, unabhängig, mit einem Lächeln
782;5dc92a359fdb05259f5d4f05;landschaft-mv-05_36_Grosser_Mythen.jpg;Ruhe, positive Erschöpfung, unterwegs, aber nicht getrieben sein, Freiheit, Weitsicht und gleichzeitig die Sauerampfer vor mir erkennen, aktiv sein, Pause geniessen während einer Reise, nahe bei der Natur sein, Perspektive erhalten, sich zugehörig fühlen zu sich und der Welt, aufgehoben sein, geerdet sein;Ruhe, Liebe, Ausgeglichenheit, Auftanken, Erdung, Perspektive, Fokus;Perspektive finden, Wichtiges und Gutes erkennen, Unwichtigem nicht zu viel Gewicht geben Mut Lust, Neues zu entdecken Begeisterungsfähigkeit Wissen über Pflanzen,  gut im Beobachten und Wahrnehmen von Dingen praktische Fähigkeiten (planen, organisieren, zelten, kochen im Freien) unkompliziert Bescheidenheit Sorgfalt und Respekt in Bewegung sein ist wichtiger als das Erreichen eines bestimmten Zieles Herausforderungen mögen flexibel das Ziel kann und darf sich ändern zur Ruhe kommen können aufgehoben sein bei meinem Partner geniessen können Gefühl, dass ich auf dem richtigen Weg bin eigene Bedürfnisse spüren und erkennen können sich selber spüren, Selbstsicherheit haben   ;auf eigenes Gefühl vertrauen, mich nicht selber stressen, alles in Perspektive setzen, Bewegung suchen, nicht das Ziel.;Den ganzen Tag sind wir gewandert, Sandro und ich, im saftigen, blühenden Frühsommer durch die Schweizer Berge. Am Vormittag sind wir dort unten noch in den kalten See gesprungen. Es war kalt und frisch und wir haben gelacht. Nun sind wir hier oben. Das Zelt haben wir schon aufgebaut, gleich nachdem wir uns entschieden hatten, für die Nacht an diesem Platz zu bleiben. Jetzt sitzen wir im Gras und geniessen die Abendstimmung, müde und glücklich. Wir teilen uns ein Bier und essen ein Sandwich, erkunden mit unseren Augen die Umgebung und schauen in die Ferne. Es ist ganz still, wir sind ganz ruhig. Später, wenn es dunkel ist, kuscheln wir uns in unsere Schlafsäcke und schlafen erschöpft und entspannt ein, im Wissen: Morgen früh laufen wir weiter. Das ist der Plan für unsere Ferien. Wir laufen. Wohin und wie schnell wir unterwegs sind, ist nicht wichtig. Auf dem Weg lassen wir uns leiten, von den Möglichkeiten und Abenteuern, die uns begegnen. 
783;5dc96a169fdb0515eecc8375;fortbewegung-pixabay-wa04_surfer.jpg;es muss wunderbar sein, das zu schaffen;Freiheit, Kraft, Glück, Angst;Man kann alles schaffen, wenn auch manchmal nur mit dem nötigen Training. Durchhaltewillen, Ruhe bewahren, fokussieren auf das Wesentliche, sich Herausforderungen stellen, Mut haben, Grenzen nicht zu eng setzen, Visionen haben;"mich wieder getrauen, mich der Arbeitswelt zu stellen und mich durch entsprechende ""Hilfsmittel"" nicht mehr durch die Arbeit überrollen lassen";Sollte er es wagen, oder vielleicht doch nicht? Die Wellen waren hoch, sehr hoch sogar. Der Wind peitschte übers Meer. Würde er es schaffen, die Welle zu bezwingen, oder würde sie ihn bezwingen und ihn scheitern lassen. Angst keimte in ihm auf, aber auch so etwas wie Kampfgeist. Er war keineswegs ein Draufgänger und auch nicht jemand, der auf Nervenkitzel und Abenteuer aus war. Er versuchte, sich zu konzentrieren und sich daran zu erinnern, was es für ein Gefühl es war, unter einer Welle hindurch zu gleiten. Dann nahm er sein Brett, padelte aufs aufgepeitschte Meer hinaus, stand, wie er es unzählige Male vorher geübt hatte, genau im richtigen Zeitpunkt auf sein Brett und da war sie auch schon, eine Welle von geradezu majestätischer Grösse. Er ging in die Hocke und steuerte sein Brett ganz ruhig unter der Welle hindurch. Er hatte es geschafft, und da war es wieder, dieses Gefühl unbändiger Freiheit und des Eins seins mit der Natur, dieser kurze Moment puren Glücks.
784;5dc59c319fdb051c891ba606;landschaft-pixabay-5_steinbruecke.jpg;ruhe des Waldes, fliessen des Wassers, Technik der Brücke, Stabiliät der treppe, neben fliessen des Waldes;Ruhe;Wald, Wasser;Spaziergänge;"das spannende an dieses Bild is, dass es verschiedene Elemente enthält. die Bewegung des Wassers, die Stabilität der Treppe, die Technik der Brücke und das Alles eingerahmt in schönem Licht und dem grün des Waldes.  Eine Geschichte darüber zu schreiben ist etwas müssig. Eine alltägliche Situation alle Elemente auf dem Bild sind (immer) da, ausser das Wasser; es fliesst. Vorher war alles auch schon da und nachher wird alles auch da sein. Das Wasser wird fliessen, die Blätter verwehen und die Farben und das Licht sich ändern. "
785;5dca5f039fdb0502000ada9a;kinder-pixabay-6_junge_ballon.jpg;Ferien in Thailand;Freiheit, Glück, Zufriedenheit;Innehalten, geniessen;sich Zeitinseln während Alltag schaffen;Bin im Urlaub in Thailand, Fest am Strand findet statt, Kinder lassen diese wunderschönen Laternen fliegen - Gefühle: Fernweh, Freiheit, schöne Lichtmomente, Zweisamkeit, geniessen, Erholung / Entspannung
786;573d69c69f168a716c5b8a69;abstrakt-pixabay-9_glasfenster.jpg;Ankommen, innere Stärke, Wärme, Zufriedenheit;Freude, Kraft, Energie, Schwung, Ruhe, Besinnung, eins sein mit sich;Mein Weg ist sicher und schön und spannend und führt zu Ziel. Ich habe Vertrauen in mich und die Welt. Ich bin eingebettet in eine gute Familie, in ein gutes System. Ich habe alle Kraft in den eigenen Händen. ;Ich weiss nun um meine Stärke, um mein Zufriedenheit. Das Leben ist schön!;Ein kleiner Junge läuft durch die Mittelalterliche Stadt Sienna. Wir schreiben das Jahr 1543. Er hastet von Strasse zu Strasse von Gebäude zu Gebäude. Was sucht er überhaupt? Wir wissen es nicht. Plötzlich kommt er in eine Kirche. Die scheint ihn irgendwie zu interessieren. Langsam läuft er durch die Eingangspforte. Es wird ganz ruhig rund um ihn und die Temperatur merklich angenehmer. Schritt für Schritt geht er weiter, bis er letztendlich in der Mitte unter der grossen Kuppel steht und seinen Blick nach oben schweifen lässt. Was für Farben?! Was für Licht?! Fantastisch! Diese Wärme, diese Symmetrie, die Kraft. Der kleine Junge beginnt zu lächeln. In seinem Inneren hat sich etwas verändert. Er ist glücklich, er ist mutig, er mag das Leben.   
787;5dcae2ff9fdb0502000ae503;fortbewegung-pixabay-au05_vwbus.jpg;Warm, viel Sonne, Spass, junge Leute, Dynamik;Urlaubslust, Fernweh, lust auf Sonne und Wärme;Die Farben und die verstecke Dynamik (Surfen);Aufbruch zum Neuen;bin am Meer in einem neuen Land mit Familie oder Freunden und lerne Surfen in der Welle und möchte so schnell wie möglich eine Tube surfen, Abenteuer, Sonne, coole Leute und Leben am Strand
788;5dcbc8f09fdb05378f12ef37;kinder-pixabay-2_junge_blau.jpg;"Freude; was geschieht denn da? So etwas Lustiges... So etwas habe ich noch nie gesehen...";Freude, Interesse, Bewunderung, Leichtigkeit, Beschwingtheit, Heimweh, schöne Erinnerungen/Gefühle;"Freude, Lebensfreude, Neues entdecken; etwas wagen; sich auf etwas Neues einzulassen; ";"Sich im Alltag freuen; Augen für Neues offen halten, lernen/entdecken wollen, geniessen";"Diese Woche wollten wir den neuen Fussballplatz mit Trainingsfeld und den Spielplatz für die Knabenschule in Ugadudu den Schülern übergeben. Doch das Wetter machte uns einen Strich durch die Rechnung. Es war Regenzeit und die Naturstrassen waren in äusserst prekärem Zustand. Es regnete sintflutartig während beinahe 48 Stunden! So blieb uns nichts anderes übrig, als zu warten. Da keine Telefonverbindung zur Knabenschule bestand, konnten wir die Schulleitung nicht informieren. Aber diese konnte sich bestimmt den Grund unserer Verspätung denken. Zudem waren sie gewohnt zu warten... Dann endlich, am Donnerstag zeigte sich die Sonne! Früh morgens fuhren wir los. Bei normalen Strassenbedingungen hätte die Fahrt vier Stunden gedauert, doch wir brauchten volle 12 Stunden! Es war eine abenteuerliche Reise! Hätten wir unseren Meisterchauffeur Amadou nicht dabei gehabt, der uns drei Mal aus dem Sumpf zog, platte Reifen wechselte und uns durch reissende Flüsse chauffierte, wären wir wohl nie angekommen. Die armen Schüler warteten seit vier Tagen auf uns! Selbst als wir spät abends ankamen, zogen sie nochmals ihre neuen Schuluniformen an und begrüssten uns mit einer Tanzvorführung und der Schulhaushymne. Dann war es für sie Zeit schlafen zu gehen, und auch wir freuten uns auf eine ""Kessel-Dusche"" und die Betten. Am nächsten Tag weckte uns der Hahn. Bereits um 6 Uhr herrschte emsiges Treiben auf dem Schulgelände. Wir blickten in erwartungsvolle Kinderaugen und viele lachende Gesichter. Der Rektor eröffnete das Programm mit drei Paukenschlägen und einer Ansprache, von der wir nicht viel verstanden. Auch verschiedene Schüler schienen nicht viel zu verstehen. Sie schauten gelangweilt in die Runde. Dann erhielten Philipp und ich das Mikrofon; Chauffeur Amadou übersetzte in Tigali. Es wurde ganz still. Zwei weisse Besucher waren noch nie an ihrer Schule. Als wir unsere Handpuppen Moussa (Affe) und Futu (Giraffe) auf die Bühne holten uns sie zum Reden brachten, ging ein Lachen durch die Reihen. Die Schüler schauten gespannt auf die Handpuppen, welche sie durchs Programm begleiten sollten. So etwas hatten sie noch nie gesehen! Als Mamadou den Text mit lustigen Affen- und Giraffengeräuschen untermalte, kugelten sich die Schüler vor lachen! Moussa und Futu erklärten den Kindern die Workshops/Ateliers, welche sie am Morgen besuchen können. Einige Schüler schienen nicht alles zu verstehen, zu ungewohnt war alles für sie. Doch das störte nicht weiter, sie freuten sich einfach auf die Überraschungen. Einige Kinder entzückte Futu als sie sagte, sie hätte für alle Schüler ein Giraffen Mittagessen zu bereitet, das besser schmecken würde, als alles, Yams mit Bohnen. Und als Moussa sagte, er hätte schon mit Drogba Fussball gespielt und würde einen Geheimtrick am Nachmittag auf dem neuen Fussballplatz zeigen, erntete er tosenden Applaus. Klassensprecher Amir schaute mit einem breiten Lachen zu Moussa hoch und dachte sich, was hat dieser lustige Affe wohl sonst noch für uns vorbereitet? Bestimmt überrascht er uns noch mit… Doch Amir konnte seinen Gedanken nicht mehr weiterspinnen. Der Rektor stand vor ihm und bat ihn, einen Kessel zu holen.  "
789;5dcbc9549fdb05378f12ef8e;erwachsene-pixabay-01_gipfel1.jpg;Das die Person im Gegensatz zur Natur ganz klein und unbedeutend wirkt.;Freiheit und die Lust neues zu erleben. ;Sich anzupassen an die verschiedenen Lebensumstände. ;Mehr unternehmen und machen auf was man Lust hat und nicht das was von einem erwartet wird. Eine Auszeit vom Normalen.;Laura arbeitent in Zürich im Büro und ist mit ihrem Leben im ganzen eigentlich ganz zufrieden. Sie hat einen gut bezahlten Job, gute Freunde und einen guten Draht zu ihrer Familie. Allerdings ist sie von ihrem Alltag gelangweilt, da dieser von Montag bis Freitag ziemlich gleich aussah. Nur das Wochenende bringt Abwechslung, wenn dies nicht von Verpflichtungen geprägt ist. Sie wusste allerdings nicht wie sie daran etwas ändern sollte. Als sie ein Bild auf einem Magazin sah, welches im Wartezimmer ihres Arztes lag, änderte sich dieses. Darauf war ein Mann zu sehen, welcher beim Sonnenaufgang auf einem Berg stand und von dort weit in die Ferne sehen konnte.  Von da an lies sie die Idee nicht los, dass auch sie dieses Gegühl von Freiheit empfinden möchte, welches der Mann sicherlich gehabt haben musste.  Ab da an rechachierte sie viel über das Thema Reisen und andere Kulturen. Sie entschloss sich, ihren Job zu künden, ihr Leben in Zürich zurück zu lassen und ein one-way Ticket nach Asien zu buchen.  Die ersten paar Wochen, waren beängstigend, da sie niemanden kannte und nichts geplant war, was sie sich nicht gewohnt war. Mit jeder neuen Bekenntschaften und je mehr Sie neues erlebte, fühlte Sie sich jedoch immer wohler. Sie unternahm was sie wollte und lebte sehr bescheiden, da sie durch ihr überstürztes Aufbrechen nicht viel Geld auf der Seite hatte. Als sie dann mit einer Gruppe, welche sie ein paar Tag vorher kennengelernt hat, eine Wanderung machte, kam Sie an einen Ort, wie dieser auf dem Foto, das sie zu dieser Reise angeregt hatte. Das Gefühl, welches sie dort empfand war besser als jenes, welches sie sich damals vorgestellt hatte.  Nach einigen Monaten auf der Reise, kam langsam das Heimweh. Aus diesem Grund reiste sie wieder heim. Sie ging wieder in ihren alten Alltag, allerdings konnte sie ihn nun durch ihre Reise anders schätzen. Ihre letzte Reise wird dies aber noch lange nicht gewesen sein,
790;5583e5157a68616fe900001a;fortbewegung-pixabay-mr01_familie.jpg;Wir sind ein Team - wir teilen - wir kommen zusammen vorwärts;Freude - auch etwas Skepsis;Der Wille, dass wir es zusammen versuchen wollen;mich austauschen, nachfragen, Kolleg/innen nicht alleine lassen mit ihren Aufgaben;Team ist dasselbe aber Rollen und Verpflichtungen sind anders und zum Teil neu. Wir haben beschränkte Ressourcen und müssen schauen, dass wir damit weiterhin vorwärts kommen. Ich hoffe nicht, dass wir uns dabei übernehmen und nicht mehr flexibel und rasch handeln können. 
791;5dcc2e969fdb05378f12f710;landschaft-mv-01_40_Skihuette_in_der_blauen_Stunde.jpg;morgen wird ein toller tag, aber das wetter könnte in den bergen auch schnell ändern;wohlig, grosse vorfreude auf den nächsten tag, was kann ich morgen alles erleben?;meine erfahrungen als snowboardlehrer, offen für neues, bin auch gerne einmal für mich;gar nicht;nach einem schönen und ereignisreichen tag zieht man sich sein warmes zuhause zurück und resümiert zufrieden den tag. man freut sich auf den nächsten tag und hofft, dass er mindestens gleich spannend und interessant wird wie der vergangene. wie auch der heutige tag, bringt der neue tag, bedingt durch die natur und deren einflüsse wieder viel neues, unerwartetes - aber bewältigbares - mit sich. alles, was man nicht kennt oder nicht weiss kann man lernen. man lernt nie aus - jede situation ist neu. kommt man an einem tag an seine grenzen, kann man sich am ende wieder in das warme, gemütliche zuhause zurückziehen und findet geborgenheit und ruhe. so gewinnt man wieder energie für den nächsten tag und weiss, dass alles was man am nächsten tag tut, einem glücklich macht und ein besonderes leben leben kann. 
792;5dcd8b029fdb0514b9de4336;landschaft-pixabay-4_park_bank.jpg;Ruhe und Zuversicht;Vertrauen, Geborgenheit;Die Farben, die Bäume, der Weg, die Bank zum Innehalten Hoffnung, Gelassenheit, Vertrauen in das Leben, in die eigenen Fähigkeiten;Als Anker zum Innehalten;Ich bin im Einklang mit Natur und Leben und ganz bei mir, blicke in Dankbarkeit zufrieden zurück und hoffnungsvoll in die Zukunft. 
793;5dceaf8b9fdb055906b5347b;landschaft-mv-03_14_Mitternachtssonne_Ausblick.jpg;Weitsicht, Wärme, Aufregung und Ruhe zugleich, Erde, Geruch der Luft dort?;Aufregung und Ruhe zugleich, Freude;In der Ruhe liegt die Kraft, durchatmen, immer wieder erden, schon einige Berge erklimmt innehalten und Überblick verschaffen, Weite, Entdeckungslust;Ruhe finden, immer wieder, Vertrauen haben, dass sich der weitere Weg zeigen/ergeben/finden wird. ;nach einer stürmischen Nacht auf See fahren die 4 Freunde auf ihren zwei Segelschiffen in den Hafen einer ihnen unbekannten Insel ein. Erleichtert wieder festen Boden unter den Füssen zu haben, vertauen sie ihre Schiffe, kaufen Proviant und suchen nach dem höchsten Punkt der Insel um einen Überblick zu bekommen wo sie sind und wohin sie weitersegeln wollen. Sie erkunden die Insel auf ihrem Weg dorthin, versuchen sich mit den freundlichen Einheimischen zu verständigen, laufen durch Wälder und durchqueren Flüsse. Gegen Abend erreichen sie ihren Aussichtspunkt, schlagen ihr Zelt auf, trinken ein Glas Wein und geniessen die Ruhe und Weitsicht mit den letzten Sonnenstrahlen.
794;5dcecb969fdb055906b535d6;landschaft-pixabay-3_sonnenaufgang.jpg;Will ich auch...;Ruhe, Gelassenheit, Balance;Strahlt Ruhe und Zufriedenheit aus, Erfüllung;Auch in hektischen Situationen den Überblick und dir Ruhe bewahren...;Eine Person, völlig in seine Arbeit eingebunden und absorbiert, merkt gar nicht, wie sich das Leben ausserhalb seiner Blase weitergeht und entwickelt. Arbeiten, arbeiten, arbeiten, das ist seine Lebensaufgabe - glaubt er! Und dann - Schicksalsschlag! Etwas ist passiert, was diese Person völlig aus der gewohnten Bahn wirft. Wie gehts jetzt weiter? Warum ist dies so passiert? Musste es vielleicht so sein?  Nach dieser schwierigen, zeitintensiven, energieraubenden und unbekannten Zeit, entschied sich diese Person für eine Auszeit. Reisen sollte die Lebensfreude wieder zurückbringen. Und wahrlich, als er an einem schönen und kühlen Abend, inmitten seiner Reise, auf den Sonnenuntergang wartet, fühlt er sich komplett erfüllt - Stille, Gelassenheit und einfach Zeit für sich...
795;5dcdab3e9fdb0514b9de460a;fortbewegung-pixabay-sr03_skater_sonne.jpg;Folgende spontanen Gedanken kommen mir beim Betrachten dieses Bildes in den Sinn: frei sein, keine Verpflichtungen haben, das Leben geniessen, den Moment geniessen, Vorfreude haben, mit sich im Reinen sein;"Das Bild löst bei mir ein Gefühl der Freiheit, Freude und Wärme aus. Aber auch ein Gefühl des Abenteuers; etwas Neues entdecken. ";Wenn ich das Bild ansehe, dann fühle ich mich wohl. Wie bereits oben erwähnt, fühle ich mich mit mir im Reinen, kann loslassen, abschalten und mich erholen. ;Ich kann diese Ressourcen sicherlich am Feierabend nutzen, wenn ich von getaner Arbeit auf dem Weg nach Hause bin. Ich versuche dann abzuschalten, mich zu erholen und wenn möglich etwas zu tun, das mir gut tut (Kollegen treffen etc.). ;Die Person auf dem Skateboard - ich nenne sie Andy - kommt gerade von der Arbeit. Nach einem guten Arbeitstag hat er die Absicht, sich zu erholen und seine Kollegen zu treffen. Er schnappt sich also sein Skateboard und fährt in Richtung Strand, wo sich seine Kollegen bereits eingefunden haben. Auf dem Weg geniesst Andy das schöne, warme Wetter und ist fasziniert von der Sonne, die langsam am Horizont untergeht. Er fühlt sich in diesem Moment frei und ohne Verpflichtungen. Er freut sich, seine Kollegen zu treffen. Es macht ihm immer Spass, sich mit ihnen auszutauschen und gemeinsam mit ihnen den Feierabend zu geniessen. In dieser Zeit ist Andy völlig mit sich im Reinen. Er kann gut abschalten und neue Energie tanken. Ausserdem bietet der Strand viele Möglichkeiten, mit neuen Leuten in Kontakt zu kommen, was Andy sehr spannend findet. 
