;TargetFeature;InputFeature;BestAlgorithm;R^2;Accuracy
105;106;vertraeglichkeitCategory| work_district_AG| work_district_BS| job_sector_Erbringung von sonstigen Dienstleistungen| educational_achievement_Berufs- oder Fachmaturität| educational_achievement_Höhere Fachschule lusive Nachdiplome| mobility| food;Random Forest Classifier;-0,10251046025104649;0,5483870967741935
106;107;vertraeglichkeitCategory| job_status_edu_parttime| job_position_Fachspezialist/-in| job_sector_Erbringung von Finanz- und Versicherungsdienstleistungen| job_sector_Gastgewerbe/Beherbergung und Gastronomie| educational_achievement_Bachelor| educational_achievement_Doktorat, Habilitation| educational_achievement_Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik| food| strengths_translation_angerCategory| utilization_translation_disgustCategory;Random Forest Classifier;0,05910543130990442;0,6774193548387096
107;108;vertraeglichkeitCategory| registration_age| job_status_edu_parttime| job_status_employed_parttime| job_status_employed_fulltime| job_status_houskeeping| registration_ageKat_20-29| registration_ageKat_40-49| registration_ageKat_50-59| work_district_AG| job_position_Fachspezialist/-in| job_position_Sachbearbeiter/-in| job_sector_Erbringung von Finanz- und Versicherungsdienstleistungen| job_sector_Erbringung von sonstigen Dienstleistungen| educational_achievement_Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik| child| food| reasons_translation_sadnessCategory| emotions_translation_disgustCategory| strengths_translation_joyCategory;KNN Classifier, Degree: 1;0,18809523809523776;0,6451612903225806
108;109;offenheitCategory| vertraeglichkeitCategory| job_status_houskeeping| job_sector_Gastgewerbe/Beherbergung und Gastronomie| human| food| story_translation_joyCategory;Logistic Regression;0,30855018587360583;0,7096774193548387
109;110;job_status_houskeeping| country_CH| work_country_DE| job_position_Sachbearbeiter/-in| job_position_mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung)| job_sector_Gastgewerbe/Beherbergung und Gastronomie| educational_achievement_Bachelor| educational_achievement_Berufs- oder Fachmaturität| educational_achievement_Doktorat, Habilitation| animal| emotions_translation_sadnessCategory| emotions_translation_joyCategory| story_translation_sentimentCategory;KNN Classifier, Degree: 6;0,08374384236453225;0,6129032258064516
110;111;vertraeglichkeitCategory| registration_ageKat_50-59| country_CH| country_DE| work_district_GR| reasons_translation_joyCategory| reasons_translation_fearCategory| emotions_translation_joyCategory| strengths_translation_sentimentCategory;KNN Classifier, Degree: 9;-0,13269230769230766;0,5806451612903226
111;112;vertraeglichkeitCategory| work_district_AG| work_district_GR| work_district_LU| work_district_ZH| job_sector_Erbringung von sonstigen wirtschaftlichen Dienstleistungen| job_sector_Erziehung und Unterricht| food;KNN Classifier, Degree: 5;0,11931818181818143;0,7741935483870968
112;113;extraversionCategory| work_district_GR| work_district_SG| job_sector_Erbringung von Finanz- und Versicherungsdienstleistungen| job_sector_Gesundheits- und Sozialwesen| educational_achievement_Doktorat, Habilitation| reasons_translation_sadnessCategory| reasons_translation_fearCategory| reasons_translation_angerCategory| emotions_translation_sadnessCategory| story_translation_joyCategory| story_translation_fearCategory;KNN Classifier, Degree: 5;-0,17586206896551748;0,4838709677419355
113;114;registration_age| job_status_houskeeping| gender_f| gender_m| registration_ageKat_50-59| job_position_Fachspezialist/-in| job_position_Sachbearbeiter/-in| job_sector_Energieversorgung| job_sector_Erbringung von Finanz- und Versicherungsdienstleistungen| job_sector_Erziehung und Unterricht| nature| reasons_translation_sentimentCategory| reasons_translation_fearCategory| emotions_translation_angerCategory| strengths_translation_joyCategory| strengths_translation_disgustCategory| utilization_translation_sadnessCategory| utilization_translation_angerCategory;Logistic Regression;0,8385416666666666;0,967741935483871
114;115;neurotizismusCategory| vertraeglichkeitCategory| job_status_edu_parttime| work_district_BE| job_sector_Information und Kommunikation| educational_achievement_Doktorat, Habilitation| emotions_translation_disgustCategory| story_translation_sentimentCategory;KNN Classifier, Degree: 2;-0,09479553903345694;0,6774193548387096
115;116;neurotizismusCategory| extraversionCategory| registration_age| job_status_edu_parttime| job_status_houskeeping| registration_ageKat_30-39| registration_ageKat_50-59| work_district_TG| job_position_Fachspezialist/-in| job_position_Sachbearbeiter/-in| job_sector_Erbringung von Finanz- und Versicherungsdienstleistungen| child| food| reasons_translation_fearCategory| strengths_translation_joyCategory| strengths_translation_disgustCategory| strengths_translation_angerCategory;SVC (polynomial), Degree: 3;0,2734375000000001;0,9032258064516129
116;117;registration_age| job_status_employed_parttime| job_status_employed_fulltime| job_status_houskeeping| registration_ageKat_50-59| work_district_BL| job_sector_Erbringung von Finanz- und Versicherungsdienstleistungen| educational_achievement_Doktorat, Habilitation| educational_achievement_Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik| human| nature| mobility| reasons_translation_sentimentCategory| reasons_translation_angerCategory| emotions_translation_fearCategory| emotions_translation_angerCategory| strengths_translation_joyCategory| story_translation_joyCategory| story_translation_fearCategory| story_translation_disgustCategory| story_translation_angerCategory;Logistic Regression;0,17333333333333356;0,8709677419354839
117;118;vertraeglichkeitCategory| gender_f| gender_m| work_district_AG| work_district_ZH| job_position_Sachbearbeiter/-in| job_sector_Erziehung und Unterricht| food| story_translation_sentimentCategory;SVC (polynomial), Degree: 2;0,7737226277372263;0,9354838709677419
118;119;registration_age| registration_ageKat_30-39| registration_ageKat_50-59| work_district_TG| job_sector_Erbringung von Finanz- und Versicherungsdienstleistungen| educational_achievement_Berufs- oder Fachmaturität| mobility| reasons_translation_sentimentCategory| reasons_translation_fearCategory| strengths_translation_joyCategory| strengths_translation_disgustCategory| story_translation_joyCategory;KNN Classifier, Degree: 9;-0,2704918032786887;0,6451612903225806
119;120;gender_f| gender_m| registration_ageKat_30-39| registration_ageKat_40-49| work_district_AG| work_district_BL| work_district_LU| work_district_TG| work_district_ZH| job_position_Fachspezialist/-in| job_position_Sachbearbeiter/-in| job_sector_Energieversorgung| job_sector_Kunst, Unterhaltung und Erholung| food| strengths_translation_angerCategory;Logistic Regression;0,09641255605381183;0,8709677419354839
120;121;"work_district_GR| work_district_TG| job_sector_Gesundheits- und Sozialwesen| job_sector_Handel; Instandhaltung und Reparatur von Kraftfahrzeugen| job_sector_Verkehr und Lagerei| company_size_249.0| educational_achievement_Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom| animal| nature";KNN Classifier, Degree: 3;0,17078189300411528;0,6774193548387096
121;122;work_district_AG| work_district_ZH| company_size_249.0| food| story_translation_sentimentCategory;KNN Classifier, Degree: 8;-0,00813008130081272;0,8387096774193549
122;123;"job_status_houskeeping| registration_ageKat_30-39| registration_ageKat_50-59| job_position_Fachspezialist/-in| job_sector_Erbringung von Finanz- und Versicherungsdienstleistungen| job_sector_Handel; Instandhaltung und Reparatur von Kraftfahrzeugen| job_sector_Kunst, Unterhaltung und Erholung| job_sector_Verkehr und Lagerei| job_sector_Öffentliche Verwaltung, Verteidigung; Sozialversicherung| educational_achievement_Berufs- oder Fachmaturität| reasons_translation_joyCategory| reasons_translation_fearCategory| reasons_translation_disgustCategory| emotions_translation_fearCategory| emotions_translation_angerCategory| strengths_translation_joyCategory";KNN Classifier, Degree: 9;-0,1256983240223466;0,6774193548387096
123;124;registration_age| job_status_houskeeping| registration_ageKat_50-59| job_position_Fachspezialist/-in| job_position_untere Führungsstufe (z.B. Teamleitung)| job_sector_Erbringung von Finanz- und Versicherungsdienstleistungen| job_sector_Gastgewerbe/Beherbergung und Gastronomie| reasons_translation_sadnessCategory| reasons_translation_joyCategory| reasons_translation_fearCategory| utilization_translation_sentimentCategory| story_translation_angerCategory;SVC (linear);-0,3425196850393699;0,4838709677419355
124;125;"job_status_employed_parttime| work_district_GR| job_sector_Öffentliche Verwaltung, Verteidigung; Sozialversicherung| educational_achievement_Berufs- oder Fachmaturität| educational_achievement_Doktorat, Habilitation| educational_achievement_Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik| food| emotions_translation_sentimentCategory| strengths_translation_angerCategory| story_translation_sentimentCategory| story_translation_sadnessCategory| story_translation_fearCategory| story_translation_disgustCategory| story_translation_angerCategory";KNN Classifier, Degree: 8;-0,22199170124481338;0,6774193548387096
125;126;extraversionCategory| gewissenhaftigkeitCategory| registration_ageKat_20-29| registration_ageKat_30-39| work_country_DE| work_district_AG| work_district_BE| work_district_GR| job_position_Fachspezialist/-in| job_position_obere Führungsstufe (z.B. Geschäftsleitung / CEO)| job_sector_Kunst, Unterhaltung und Erholung| job_sector_Verkehr und Lagerei| educational_achievement_Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom;KNN Classifier, Degree: 7;-0,1923076923076925;0,6451612903225806
126;127;extraversionCategory| vertraeglichkeitCategory| job_status_edu_parttime| job_status_selfemployed| gender_f| gender_m| work_district_AG| job_position_Fachspezialist/-in| job_sector_Erbringung von Finanz- und Versicherungsdienstleistungen| food;KNN Classifier, Degree: 9;-0,013461538461538414;0,6451612903225806
127;128;"gender_f| gender_m| work_country_DE| job_position_untere Führungsstufe (z.B. Teamleitung)| job_sector_Handel; Instandhaltung und Reparatur von Kraftfahrzeugen| job_sector_Kunst, Unterhaltung und Erholung| job_sector_Verkehr und Lagerei| educational_achievement_Berufs- oder Fachmaturität| educational_achievement_Doktorat, Habilitation| utilization_translation_sadnessCategory";SVC (polynomial), Degree: 3;-0,5281690140845074;0,6129032258064516
128;129;"registration_ageKat_30-39| registration_ageKat_40-49| work_country_CH| work_country_DE| work_district_AG| work_district_TG| work_district_ZH| job_position_Fachspezialist/-in| job_sector_Erbringung von sonstigen Dienstleistungen| job_sector_Handel; Instandhaltung und Reparatur von Kraftfahrzeugen| job_sector_Verkehr und Lagerei| job_sector_Öffentliche Verwaltung, Verteidigung; Sozialversicherung| company_size_249.0| food| emotions_translation_sentimentCategory";Ridge Regression;-0,07991803278688558;0,7419354838709677
129;130;vertraeglichkeitCategory| job_status_edu_parttime| job_status_houskeeping| registration_ageKat_30-39| registration_ageKat_50-59| job_position_Fachspezialist/-in| job_sector_Erbringung von Finanz- und Versicherungsdienstleistungen| educational_achievement_Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik| food| emotions_translation_sentimentCategory;KNN Classifier, Degree: 6;0,17632850241545894;0,6451612903225806
130;131;gewissenhaftigkeitCategory| job_status_edu_parttime| registration_ageKat_10-19| educational_achievement_Bachelor| educational_achievement_Berufliche Grundbildung| emotions_translation_sadnessCategory| strengths_translation_sentimentCategory;SVC (polynomial), Degree: 2;-0,16431924882629123;0,5806451612903226
131;132;job_status_houskeeping| gender_f| gender_m| work_district_GR| job_sector_Verkehr und Lagerei| reasons_translation_joyCategory| emotions_translation_sadnessCategory| story_translation_sentimentCategory| story_translation_angerCategory;KNN Classifier, Degree: 8;0,1842105263157895;0,5806451612903226
132;133;job_status_houskeeping| gender_f| gender_m| work_district_AG| educational_achievement_Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik| emotions_translation_sadnessCategory| story_translation_sentimentCategory| story_translation_sadnessCategory| story_translation_disgustCategory| story_translation_angerCategory;KNN Classifier, Degree: 8;-0,03333333333333344;0,7419354838709677
133;134;vertraeglichkeitCategory| registration_ageKat_30-39| country_CH| country_DE| work_country_DE| job_sector_Gastgewerbe/Beherbergung und Gastronomie| job_sector_Verkehr und Lagerei| company_size_9.0| educational_achievement_Berufs- oder Fachmaturität| reasons_translation_sadnessCategory| emotions_translation_joyCategory| story_translation_fearCategory;Logistic Regression;-0,009578544061302319;0,6451612903225806
134;135;registration_age| job_status_employed_parttime| registration_ageKat_50-59| country_CH| job_position_Fachspezialist/-in| job_position_mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung)| job_position_untere Führungsstufe (z.B. Teamleitung)| job_sector_Erbringung von Finanz- und Versicherungsdienstleistungen| job_sector_Gastgewerbe/Beherbergung und Gastronomie| educational_achievement_Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik| reasons_translation_sentimentCategory| reasons_translation_sadnessCategory| reasons_translation_joyCategory| reasons_translation_fearCategory| reasons_translation_disgustCategory| emotions_translation_sentimentCategory| emotions_translation_joyCategory| strengths_translation_sentimentCategory| strengths_translation_joyCategory| strengths_translation_fearCategory| strengths_translation_disgustCategory| strengths_translation_angerCategory| utilization_translation_disgustCategory| story_translation_sentimentCategory| story_translation_joyCategory;KNN Classifier, Degree: 1;0,25092936802973975;0,6774193548387096
135;136;job_status_unemployed| registration_ageKat_30-39| registration_ageKat_40-49| work_district_BS| work_district_ZH| job_position_Fachspezialist/-in| company_size_249.0| educational_achievement_Berufliche Grundbildung| educational_achievement_Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik| child| food| strengths_translation_sadnessCategory| strengths_translation_fearCategory| strengths_translation_angerCategory| utilization_translation_sentimentCategory| utilization_translation_fearCategory| story_translation_sentimentCategory| story_translation_sadnessCategory;SVC (linear);0,28899082568807344;0,7096774193548387
136;137;"extraversionCategory| registration_ageKat_20-29| registration_ageKat_40-49| work_district_AG| job_sector_Öffentliche Verwaltung, Verteidigung; Sozialversicherung| company_size_249.0| educational_achievement_Berufs- oder Fachmaturität| educational_achievement_Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik| human| mobility| food| emotions_translation_sentimentCategory| emotions_translation_fearCategory| strengths_translation_joyCategory| utilization_translation_sadnessCategory| story_translation_sentimentCategory| story_translation_sadnessCategory";KNN Classifier, Degree: 1;-0,28311258278145734;0,5806451612903226
137;138;job_status_houskeeping| work_district_GR| work_district_LU| job_sector_Erbringung von Finanz- und Versicherungsdienstleistungen| job_sector_Erbringung von sonstigen Dienstleistungen| job_sector_Erziehung und Unterricht| animal| nature| emotions_translation_joyCategory| strengths_translation_fearCategory| strengths_translation_angerCategory| utilization_translation_fearCategory;KNN Classifier, Degree: 7;0,36213991769547316;0,7741935483870968
138;139;neurotizismusCategory| extraversionCategory| registration_age| job_status_edu_parttime| registration_ageKat_30-39| registration_ageKat_50-59| work_district_TG| job_sector_Erbringung von Finanz- und Versicherungsdienstleistungen| educational_achievement_Bachelor| child| food| reasons_translation_sentimentCategory| strengths_translation_sentimentCategory| strengths_translation_disgustCategory| strengths_translation_angerCategory;KNN Classifier, Degree: 8;0,2591911764705882;0,6774193548387096
139;140;registration_ageKat_30-39| work_district_TG| job_sector_Erbringung von sonstigen Dienstleistungen| job_sector_Erziehung und Unterricht| company_size_9.0| educational_achievement_Doktorat, Habilitation| educational_achievement_Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom| food| emotions_translation_disgustCategory;KNN Classifier, Degree: 4;-0,4037735849056605;0,6129032258064516
140;141;job_status_houskeeping| work_district_GR| job_sector_Erbringung von Finanz- und Versicherungsdienstleistungen| job_sector_Erbringung von sonstigen Dienstleistungen| emotions_translation_sentimentCategory| strengths_translation_joyCategory| strengths_translation_fearCategory;KNN Classifier, Degree: 8;0,08823529411764708;0,6451612903225806
141;142;offenheitCategory| registration_age| job_status_edu_parttime| job_status_houskeeping| gender_f| gender_m| registration_ageKat_10-19| work_district_BE| work_district_ZG| job_sector_Erbringung von Finanz- und Versicherungsdienstleistungen| job_sector_Erbringung von sonstigen Dienstleistungen| job_sector_Erziehung und Unterricht| educational_achievement_Bachelor| nature;Ridge Regression;0,2766666666666665;0,7419354838709677
142;143;work_district_BL| job_position_mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung)| job_sector_Erziehung und Unterricht| job_sector_Kunst, Unterhaltung und Erholung| educational_achievement_Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom| human| reasons_translation_disgustCategory| strengths_translation_sentimentCategory;Logistic Regression;0,13888888888888917;0,7419354838709677
143;144;registration_age| job_status_houskeeping| registration_ageKat_30-39| registration_ageKat_50-59| work_district_LU| work_district_ZG| job_sector_Erbringung von Finanz- und Versicherungsdienstleistungen| job_sector_Erbringung von sonstigen Dienstleistungen| job_sector_Erziehung und Unterricht| educational_achievement_Bachelor| educational_achievement_Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik| animal| food| emotions_translation_sentimentCategory| emotions_translation_joyCategory| strengths_translation_joyCategory| strengths_translation_angerCategory;SVC (polynomial), Degree: 1;0,36475409836065564;0,7741935483870968
144;145;extraversionCategory| registration_age| job_status_houskeeping| country_CH| country_DE| job_position_Fachspezialist/-in| job_sector_Verkehr und Lagerei| educational_achievement_Berufs- oder Fachmaturität| educational_achievement_Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik| reasons_translation_angerCategory| strengths_translation_joyCategory;SVC (linear);-0,15944881889763773;0,6774193548387096
145;146;job_position_obere Führungsstufe (z.B. Geschäftsleitung / CEO)| job_sector_Erziehung und Unterricht| utilization_translation_fearCategory| story_translation_fearCategory;Logistic Regression;-0,24767801857585114;0,5483870967741935
146;147;"job_status_edu_parttime| country_CH| country_DE| job_sector_Erbringung von Finanz- und Versicherungsdienstleistungen| job_sector_Öffentliche Verwaltung, Verteidigung; Sozialversicherung| educational_achievement_Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom";KNN Classifier, Degree: 1;-0,37341772151898733;0,5806451612903226
